incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
INC002334,Fraud,Central,LAKEWOOD,AZ,5397 Washington Ave,40.884764,-75.997524,2023-02-27,OFF0010,Thomas,Allen,2410.0,SUS00337,Thomas,Taylor,65.0,Male,White,VIC00661,Michael,Williams,50.0,Female,361-549-8316,Blunt Object,Medium,Open,Belum Ada Resolusi,0.0,29164.07,False,Incident at 5397 Washington Ave. Officer responded at scene.
INC001404,Trespassing,North,OAKDALE,AZ,6249 Cedar Lane,41.238857,-99.488184,2023-06-01,OFF0009,Ashley,Hill,,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00357,Richard,Taylor,42.0,Male,Tidak Tersedia,Hands/Feet,High,Under Investigation,Belum Ada Resolusi,2.0,39299.17,False,Incident at 6249 Cedar Lane. Officer responded at scene.
INC001417,Arson,Southwest,MAPLEWOOD,NC,2814 Sunset Blvd,43.450862,-103.243708,,OFF0044,Michelle,Martin,4101.0,SUS00742,Robert,Wilson,16.0,Female,Hispanic,Unidentified,Unidentified,Unidentified,50.0,Unknown,Tidak Tersedia,Blunt Object,High,Under Investigation,Arrest Made,2.0,9728.13,False,Tidak ada catatan tambahan.
INC001864,Kidnapping,North,MAPLEWOOD,AZ,7264 Oak Ave,25.407886,-114.540541,2020-11-24,OFF0127,Karen,Lee,9783.0,SUS00424,Sarah,Hall,46.0,Female,Black,VIC00988,William,Lee,50.0,Other,5129159876,Knife,Low,Under Investigation,Arrest Made,3.0,43594.99,False,Tidak ada catatan tambahan.
INC001559,Sexual Assault,Northwest,SPRINGFIELD,NY,7994 Lincoln St,40.738834,-108.064136,2018-06-12,OFF0003,John,Smith,6389.0,SUS00444,Mark,Young,74.0,Male,Hispanic,VIC00612,Emily,Jackson,42.0,Unknown,585-411-5939,Unknown,Medium,Under Investigation,No Arrest,3.0,29117.57,False,Incident at 7994 Lincoln St. Officer responded at scene.
INC001729,Sexual Assault,Northwest,RIVERSIDE,OH,7213 Main St,38.624041,-103.226446,2021-08-01,OFF0079,Richard,Flores,3263.0,SUS00723,Richard,White,26.0,Male,White,VIC00519,William,Walker,47.0,Male,951-521-5911,Hands/Feet,Critical,Pending,Warning Issued,2.0,49249.7,False,Incident at 7213 Main St. Officer responded at scene.
INC001812,Sexual Assault,West,LAKEWOOD,FL,2833 Cedar Lane,35.617744,-103.877158,2020-09-10,OFF0031,David,Williams,6528.0,SUS00649,Thomas,Hill,38.0,Female,Asian,VIC00781,Susan,Lee,76.0,Male,944-195-2456,Unknown,Medium,Closed,Arrest Made,1.0,5862.23,False,Incident at 2833 Cedar Lane. Officer responded at scene.
INC004185,Fraud,Northwest,MAPLEWOOD,OH,1580 Park Rd,43.512343,-89.610468,2022-06-28,OFF0119,Donna,Brown,6354.0,SUS00413,Michael,Davis,67.0,Other,Asian,VIC00086,Karen,Thomas,62.0,Male,649-598-4321,Bat,Medium,Closed,Warning Issued,5.0,33797.25,False,Incident at 1580 Park Rd. Officer responded at scene.
INC001526,Hacking,North,RIVERSIDE,GA,4768 Park Rd,41.449618,88.1868,2020-08-13,OFF0093,Sarah,Allen,6089.0,SUS00240,Jennifer,Taylor,46.0,Male,Unknown,VIC00078,Robert,Thompson,61.0,Male,(796) -44-1-3332,Blunt Object,High,Closed,Belum Ada Resolusi,4.0,24725.4,True,Incident at 4768 Park Rd. Officer responded at scene.
INC000307,Homicide,North,FAIRVIEW,OH,6242 Main St,36.292022,-84.342719,2021-10-08,OFF0023,Jessica,Wilson,6705.0,SUS00235,Carol,Wilson,45.0,Other,Hispanic,VIC00225,Chris,Martin,86.0,Female,400-966-1594,Bat,Medium,Open,Dismissed,0.0,35355.23,True,Tidak ada catatan tambahan.
INC003265,Graffiti,Midtown,HILLCREST,FL,8862 Lincoln St,47.929813,-91.754182,2019-08-05,OFF0113,Karen,Allen,1308.0,SUS00577,Nancy,Nguyen,46.0,Male,Asian,VIC00896,Patricia,Wilson,48.0,Unknown,Tidak Tersedia,Rifle,High,Closed,Arrest Made,2.0,12656.35,False,Incident at 8862 Lincoln St. Officer responded at scene.
INC000748,Sexual Assault,West,CENTERVILLE,NC,9933 Main St,27.080485,-76.358262,2019-02-12,OFF0127,Anthony,Williams,1952.0,SUS00696,Nancy,Taylor,69.0,Unknown,Unknown,VIC00693,Anthony,Smith,34.0,Female,Tidak Tersedia,Hands/Feet,Critical,Under Investigation,No Arrest,2.0,24725.4,False,Tidak ada catatan tambahan.
INC000663,Hacking,North,CENTERVILLE,NY,7208 Oak Ave,38.626161,-80.350767,2023-06-17,OFF0096,Matthew,Green,2862.0,SUS00489,Charles,Hall,46.0,Female,White,VIC00916,Chris,Thomas,47.0,Male,9224656032,Gun,Low,Pending,Warning Issued,0.0,18382.45,False,Incident at 7208 Oak Ave. Officer responded at scene.
INC002376,Vandalism,West,LAKEWOOD,FL,9651 Oak Ave,41.088911,-101.596799,2018-08-25,OFF0085,Jessica,Taylor,9320.0,SUS00399,Chris,Torres,69.0,Male,Other,VIC00403,Linda,Walker,28.0,Female,832-638-4069,Hands/Feet,Critical,Open,Dismissed,1.0,11372.3,True,Incident at 9651 Oak Ave. Officer responded at scene.
INC002469,Vandalism,West,SPRINGFIELD,IL,5248 Lincoln St,41.356683,-94.6682905,2022-07-24,OFF0025,Susan,Johnson,,SUS00672,Sarah,Hall,46.0,Female,Asian,VIC00275,Chris,Williams,79.0,Male,Tidak Tersedia,Unknown,High,Pending,Arrest Made,4.0,15699.46,False,Incident at 5248 Lincoln St. Officer responded at scene.
INC003880,DUI,Central,MAPLEWOOD,CA,2566 Washington Ave,26.186568,-73.237669,2020-01-13,OFF0093,Daniel,Torres,3644.0,SUS00066,Thomas,Nguyen,71.0,Male,Unknown,VIC00480,Michael,Nguyen,57.0,Female,Tidak Tersedia,Firearm,Critical,Under Investigation,No Arrest,0.0,24725.4,True,Incident at 2566 Washington Ave. Officer responded at scene.
INC004658,Burglary,Northeast,HILLCREST,NC,8614 Maple Dr,36.087437,-94.6682905,2019-04-04,OFF0066,Patricia,Johnson,6620.0,SUS00462,Jennifer,Smith,56.0,Unknown,Black,VIC00682,David,Miller,88.0,Male,2229652537,Pistol,Medium,Under Investigation,Warning Issued,3.0,16608.26,True,Incident at 8614 Maple Dr. Officer responded at scene.
INC001751,Assault,Midtown,SPRINGFIELD,PA,4690 Park Rd,45.34312,-99.787476,2024-09-20,OFF0113,Joseph,Wright,5667.0,SUS00264,Ashley,White,33.0,Female,Unknown,VIC00167,Carol,Nguyen,15.0,Female,557-139-4506,Hands/Feet,Medium,Under Investigation,Warning Issued,3.0,24725.4,True,Incident at 4690 Park Rd. Officer responded at scene.
INC004256,Fraud,North,HILLCREST,OH,438 Maple Dr,34.594017,-104.249911,2024-08-23,OFF0050,Karen,Scott,3127.0,SUS00564,John,Hall,15.0,Female,White,VIC00937,John,Lee,21.0,Other,Tidak Tersedia,Firearm,Medium,Closed,Belum Ada Resolusi,4.0,24725.4,True,Incident at 438 Maple Dr. Officer responded at scene.
INC000864,Property Damage,Southwest,OAKDALE,PA,6559 Main St,40.917662,-117.756064,2019-01-10,OFF0049,Mark,Anderson,3681.0,SUS00390,Robert,Taylor,51.0,Unknown,Unknown,VIC00626,Joseph,Jackson,84.0,Male,215-643-6816,Unknown,Medium,Pending,Warning Issued,2.0,24725.4,True,Incident at 6559 Main St. Officer responded at scene.
INC004609,Vandalism,North,SPRINGFIELD,NY,9058 Maple Dr,45.783229,-108.791893,2018-10-09,OFF0100,Emily,Anderson,9574.0,SUS00258,John,Martin,44.0,Male,Unknown,VIC00601,Linda,Wright,50.0,Unknown,421-636-8346,Unarmed,Critical,Closed,Arrest Made,5.0,14196.08,True,Incident at 9058 Maple Dr. Officer responded at scene.
INC000656,Drug Offense,Central,OAKDALE,PA,9439 Maple Dr,31.754725,-78.564044,2024-04-23,OFF0122,Anthony,Allen,6795.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00352,James,Smith,24.0,Female,(960) -83-5-2095,Unknown,Critical,Open,Belum Ada Resolusi,3.0,24725.4,True,Incident at 9439 Maple Dr. Officer responded at scene.
INC004159,Assault,Southwest,CENTERVILLE,TX,9783 Washington Ave,30.823129,-94.6682905,2018-05-14,OFF0062,John,Young,6025.0,SUS00064,Barbara,Flores,74.0,Unknown,Black,VIC00322,Mark,Thomas,59.0,Unknown,765-476-9090,Blunt Object,Medium,Open,Belum Ada Resolusi,0.0,24629.03,False,Incident at 9783 Washington Ave. Officer responded at scene.
INC002066,Homicide,South,MAPLEWOOD,NY,6745 Maple Dr,32.514674,-114.877762,2019-04-10,OFF0114,Linda,Miller,8493.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00012,David,Nguyen,15.0,Unknown,(334) -84-8-3512,Unknown,High,Closed,Warning Issued,2.0,32524.53,True,Incident at 6745 Maple Dr. Officer responded at scene.
INC000013,Robbery,South,RIVERSIDE,NC,3572 Sunset Blvd,41.087694,-82.121299,2019-06-06,OFF0030,Matthew,Nguyen,3683.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00027,Charles,Hall,58.0,Female,932-303-2245,Blunt Object,Medium,Closed,Belum Ada Resolusi,5.0,30020.58,False,Incident at 3572 Sunset Blvd. Officer responded at scene.
INC004961,Domestic Violence,South,HILLCREST,IL,4472 Oak Ave,31.476847,-107.472614,2018-02-21,OFF0095,Michael,Green,4860.0,SUS00120,Nancy,Moore,46.0,Female,Asian,VIC00329,Anthony,Brown,27.0,Male,Tidak Tersedia,Firearm,Medium,Closed,No Arrest,2.0,18199.38,False,Tidak ada catatan tambahan.
INC001206,Drug Offense,West,CENTERVILLE,NY,4876 Sunset Blvd,47.60392,-88.190707,2019-11-08,OFF0016,Michelle,Scott,8117.0,SUS00328,Susan,Martin,24.0,Male,Black,VIC00365,Donna,Walker,59.0,Female,836-700-2111,Rifle,Medium,Closed,Dismissed,4.0,24466.58,False,Tidak ada catatan tambahan.
INC003545,Sexual Assault,Northwest,LAKEWOOD,CA,3838 Sunset Blvd,28.889114,-117.127693,2018-03-23,OFF0114,Jennifer,Taylor,8327.0,SUS00312,James,Nguyen,17.0,Female,Unknown,VIC00150,Thomas,Scott,78.0,Female,775-153-6062,Knife,Low,Closed,Warning Issued,0.0,24725.4,True,Incident at 3838 Sunset Blvd. Officer responded at scene.
INC002243,Burglary,East,SPRINGFIELD,GA,1808 Oak Ave,47.942458,-99.928147,,OFF0008,Nancy,Jackson,6083.0,SUS00694,James,Green,62.0,Male,Unknown,VIC00689,Robert,Miller,48.0,Unknown,998-562-3749,Unknown,Critical,Closed,Arrest Made,2.0,24725.4,False,Incident at 1808 Oak Ave. Officer responded at scene.
INC004712,Vandalism,North,RIVERSIDE,CA,1209 River Rd,45.650733,-90.772744,2018-03-21,OFF0021,Jennifer,Garcia,8467.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00440,Richard,Lee,71.0,Female,870-836-4486,Blunt Object,High,Pending,Belum Ada Resolusi,5.0,42324.82,True,Incident at 1209 River Rd. Officer responded at scene.
INC004041,Vandalism,Southeast,MAPLEWOOD,TX,2847 Maple Dr,40.767254,-93.229227,2019-07-23,OFF0114,David,Lee,3530.0,SUS00487,Karen,Martin,68.0,Male,Hispanic,VIC00192,Thomas,Martin,50.0,Unknown,814-572-5969,Pistol,Medium,Pending,Dismissed,0.0,34881.77,False,Tidak ada catatan tambahan.
INC000022,Assault,North,OAKDALE,FL,3290 Elm Blvd,43.089795,-76.424049,2021-02-10,OFF0136,Thomas,Green,5465.0,SUS00169,Anthony,Harris,66.0,Female,Unknown,VIC00892,Patricia,White,19.0,Other,Tidak Tersedia,Rifle,Medium,Under Investigation,No Arrest,0.0,13222.93,False,Incident at 3290 Elm Blvd. Officer responded at scene.
INC004094,Drug Offense,South,CENTERVILLE,IL,3165 Lincoln St,28.166478,-87.109505,,OFF0070,Jessica,Torres,8369.0,SUS00215,Daniel,Martin,33.0,Female,Unknown,VIC00636,Mark,Jones,53.0,Male,361-265-9878,Unknown,Critical,Closed,Arrest Made,2.0,43647.91,True,Incident at 3165 Lincoln St. Officer responded at scene.
INC000171,Arson,South,HILLCREST,TX,1943 Oak Ave,33.285448,-93.606645,2020-11-02,OFF0051,Ashley,Taylor,5096.0,SUS00310,Matthew,Hall,69.0,Female,Asian,VIC00723,Robert,Hill,79.0,Female,(208) -88-8-5906,Gun,High,Closed,No Arrest,3.0,41093.07,False,Tidak ada catatan tambahan.
INC002844,Arson,North,SPRINGFIELD,CA,5345 Elm Blvd,36.549199,-107.04403,2020-04-03,OFF0029,Thomas,Young,,SUS00088,Ashley,Garcia,73.0,Male,Asian,VIC00570,Mary,Green,63.0,Other,295-800-4566,Blunt Object,Critical,Closed,Arrest Made,3.0,24725.4,False,Tidak ada catatan tambahan.
INC004301,Vandalism,North,CENTERVILLE,CA,3519 Elm Blvd,41.328154,-108.876167,2024-11-30,OFF0081,John,Moore,1904.0,SUS00610,William,Hill,63.0,Unknown,Asian,VIC00925,Karen,Taylor,50.0,Other,583-483-9415,Unarmed,Critical,Open,Arrest Made,0.0,24725.4,True,Incident at 3519 Elm Blvd. Officer responded at scene.
INC003427,Battery,North,OAKDALE,PA,4207 Lincoln St,40.64581,-100.536433,2021-04-21,OFF0019,William,Nguyen,4906.0,SUS00631,Carol,Jones,57.0,Other,Asian,VIC00924,Joseph,Torres,40.0,Female,(675) -92-8-8473,Bat,Low,Closed,Dismissed,3.0,24725.4,True,Tidak ada catatan tambahan.
INC003092,Assault,South,FAIRVIEW,AZ,5645 Sunset Blvd,35.030296,-112.587902,2024-11-08,OFF0014,Karen,Lee,8700.0,SUS00328,Richard,Moore,46.0,Female,Black,VIC00803,Mary,Thompson,72.0,Male,700-628-5092,Unknown,Low,Open,Arrest Made,3.0,10803.36,True,Incident at 5645 Sunset Blvd. Officer responded at scene.
INC004330,Cybercrime,South,HILLCREST,AZ,929 Main St,36.549199,-93.329948,2019-02-19,OFF0093,Barbara,Wright,5407.0,SUS00204,Mary,Nguyen,43.0,Unknown,Hispanic,VIC00158,Joseph,Scott,54.0,Unknown,Tidak Tersedia,Knife,Critical,Closed,Dismissed,4.0,44612.45,True,Incident at 929 Main St. Officer responded at scene.
INC002846,Theft/Larceny,West,FAIRVIEW,OH,7260 Park Rd,36.549199,-112.407966,2024-05-27,OFF0068,Carol,White,5489.0,SUS00446,Jennifer,Johnson,73.0,Male,Asian,VIC00165,William,Moore,62.0,Male,743-726-6705,Knife,Low,Under Investigation,Dismissed,4.0,1848.13,False,Incident at 7260 Park Rd. Officer responded at scene.
INC003234,DUI,North,RIVERSIDE,NC,7950 River Rd,34.657346,75.361,2022-12-21,OFF0029,Anthony,Scott,2930.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00078,Chris,Allen,47.0,Unknown,9339706899,Gun,Critical,Pending,Arrest Made,2.0,24725.4,False,Tidak ada catatan tambahan.
INC004866,Assault & Battery,West,HILLCREST,TX,2591 Oak Ave,30.914459,-87.867523,2019-11-11,OFF0104,Susan,Wilson,4842.0,SUS00141,Jennifer,Martin,46.0,Other,Hispanic,VIC00816,Michelle,Lee,57.0,Unknown,334-360-3786,Bat,Medium,Open,Dismissed,4.0,34407.1,True,Incident at 2591 Oak Ave. Officer responded at scene.
INC001142,Sexual Assault,North,HILLCREST,NY,6508 Maple Dr,39.283875,-98.957313,2022-02-23,OFF0012,Carol,Walker,2708.0,SUS00299,Emily,Allen,46.0,Unknown,Hispanic,VIC00715,Matthew,Smith,75.0,Male,429-328-9555,Unknown,High,Closed,No Arrest,2.0,21103.06,False,Incident at 6508 Maple Dr. Officer responded at scene.
INC001070,Trespassing,Central,SPRINGFIELD,PA,6040 Sunset Blvd,44.021218,-114.962272,2024-03-19,OFF0115,Jessica,Nguyen,7265.0,SUS00376,Jennifer,Allen,64.0,Male,Black,VIC00838,Mary,Hill,50.0,Unknown,438-319-7158,Unknown,High,Closed,Warning Issued,2.0,12796.14,False,Tidak ada catatan tambahan.
INC004091,Robbery,Northwest,SPRINGFIELD,NY,2603 Sunset Blvd,30.748461,85.588,2020-08-04,OFF0114,Jessica,Wilson,2796.0,SUS00682,Donna,Johnson,55.0,Female,Black,VIC00334,Carol,Torres,50.0,Other,250-595-3679,Blunt Object,Medium,Pending,Warning Issued,0.0,49923.29,True,Incident at 2603 Sunset Blvd. Officer responded at scene.
INC004689,Assault & Battery,Southwest,CENTERVILLE,IL,412 River Rd,33.280771,-117.765182,2022-10-06,OFF0022,Ashley,Flores,6931.0,SUS00457,John,Garcia,47.0,Other,Unknown,VIC00001,Nancy,Anderson,10.0,Unknown,8812936083,Bat,Critical,Open,Warning Issued,4.0,46312.81,False,Incident at 412 River Rd. Officer responded at scene.
INC002197,DUI,South,SPRINGFIELD,CA,7722 Oak Ave,40.817029,-91.389679,2021-11-27,OFF0007,Sarah,Lee,7085.0,SUS00768,Emily,Allen,29.0,Unknown,Black,VIC00574,James,Jones,77.0,Unknown,744-700-8965,Unknown,Critical,Closed,Warning Issued,5.0,20157.35,False,Incident at 7722 Oak Ave. Officer responded at scene.
INC001321,Fraud,West,MAPLEWOOD,NC,3796 Maple Dr,31.608839,-92.955728,2024-02-22,OFF0012,Emily,Green,9065.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00427,Daniel,Hill,19.0,Unknown,891-722-1668,Blunt Object,Critical,Closed,Warning Issued,1.0,4420.21,True,Incident at 3796 Maple Dr. Officer responded at scene.
INC001656,DUI,South,LAKEWOOD,NY,282 Oak Ave,43.015923,-94.6682905,2024-04-24,OFF0029,Donna,Williams,5001.0,SUS00143,Linda,Davis,53.0,Female,Asian,VIC00420,Charles,Jackson,64.0,Female,(743) -51-4-8906,Knife,Low,Closed,Dismissed,0.0,43463.23,False,Incident at 282 Oak Ave. Officer responded at scene.
INC003725,Assault & Battery,North,SPRINGFIELD,PA,5803 Elm Blvd,45.491821,-99.801397,2018-05-09,OFF0083,David,Smith,,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00923,Susan,Martin,72.0,Female,Tidak Tersedia,Unarmed,Medium,Pending,Arrest Made,3.0,28074.38,True,Incident at 5803 Elm Blvd. Officer responded at scene.
INC001876,Vandalism,East,SPRINGFIELD,CA,1467 Main St,36.549199,-114.782799,2018-05-25,OFF0115,Ashley,Walker,,SUS00609,Nancy,Hall,63.0,Female,Unknown,VIC00747,Joseph,Wilson,58.0,Male,365-281-7646,Bat,Low,Open,Warning Issued,3.0,12119.02,True,Incident at 1467 Main St. Officer responded at scene.
INC001081,Assault,East,MAPLEWOOD,CA,6558 Park Rd,46.721532,-71.469308,2019-07-21,OFF0068,Joseph,Thomas,4340.0,SUS00614,Sarah,Scott,24.0,Male,Black,VIC00677,David,Johnson,50.0,Male,3436665899,Blunt Object,Medium,Closed,Arrest Made,4.0,38738.96,True,Tidak ada catatan tambahan.
INC002907,Armed Robbery,Midtown,LAKEWOOD,FL,822 Maple Dr,40.547051,-78.6137,2022-01-21,OFF0050,Emily,Garcia,8462.0,SUS00321,Michael,Hall,16.0,Unknown,Hispanic,VIC00353,James,Nguyen,23.0,Unknown,320-792-9841,Firearm,Medium,Pending,Belum Ada Resolusi,0.0,4244.63,True,Tidak ada catatan tambahan.
INC001882,Online Fraud,South,OAKDALE,GA,9070 Lincoln St,35.25871,-119.360451,2020-02-01,OFF0064,Ashley,Allen,3196.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00314,David,Thompson,61.0,Female,998-687-2274,Unarmed,Low,Closed,Dismissed,0.0,10755.71,True,Incident at 9070 Lincoln St. Officer responded at scene.
INC004769,Online Fraud,Midtown,SPRINGFIELD,PA,9815 Park Rd,36.549199,-87.795782,2024-12-14,OFF0040,Charles,Thompson,3718.0,SUS00714,John,Allen,38.0,Male,Asian,VIC00820,Thomas,Martin,18.0,Male,976-717-2093,Gun,Medium,Pending,Arrest Made,1.0,19301.91,False,Incident at 9815 Park Rd. Officer responded at scene.
INC001926,Arson,West,CENTERVILLE,NY,5715 River Rd,46.058951,-74.210137,2022-03-25,OFF0019,Nancy,Flores,5830.0,SUS00620,David,Green,36.0,Female,Asian,VIC00188,Emily,Smith,62.0,Unknown,253-648-9876,Gun,Critical,Pending,Arrest Made,1.0,27207.26,False,Incident at 5715 River Rd. Officer responded at scene.
INC000683,Manslaughter,South,SPRINGFIELD,IL,9161 Park Rd,43.153546,-108.874146,2022-07-02,OFF0025,John,Allen,7730.0,SUS00745,Susan,Green,38.0,Unknown,Asian,VIC00826,Susan,Young,43.0,Other,275-737-5042,Unarmed,Critical,Under Investigation,Dismissed,0.0,10428.69,True,Tidak ada catatan tambahan.
INC003410,DUI,Southwest,RIVERSIDE,CA,9471 Park Rd,28.7011,-71.888904,2020-11-22,OFF0054,Donna,Anderson,5522.0,SUS00511,Barbara,Scott,49.0,Male,Asian,VIC01000,Richard,Wright,66.0,Male,740-424-8908,Hands/Feet,Medium,Open,Belum Ada Resolusi,2.0,42779.35,False,Incident at 9471 Park Rd. Officer responded at scene.
INC002892,Arson,East,SPRINGFIELD,OH,6756 Cedar Lane,33.58799,-102.407546,2024-07-21,OFF0140,Patricia,Garcia,3291.0,SUS00429,Patricia,Anderson,31.0,Unknown,Unknown,VIC00484,Mary,Davis,88.0,Male,Tidak Tersedia,Unknown,Low,Closed,Belum Ada Resolusi,3.0,5549.37,True,Tidak ada catatan tambahan.
INC001413,DUI,East,RIVERSIDE,GA,6064 Lincoln St,29.145908,-73.660971,2018-06-10,OFF0007,Mark,Moore,5497.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00927,Jessica,Torres,80.0,Unknown,(679) -51-0-2670,Unknown,High,Open,No Arrest,0.0,26774.42,False,Tidak ada catatan tambahan.
INC003818,Vandalism,North,OAKDALE,NC,8631 Maple Dr,39.713741,-111.535573,2023-03-08,OFF0119,Robert,Young,1891.0,SUS00716,Michael,Lee,25.0,Male,Unknown,VIC00191,David,Jackson,74.0,Male,4234322491,Blunt Object,High,Open,No Arrest,3.0,27699.2,False,Incident at 8631 Maple Dr. Officer responded at scene.
INC003741,Homicide,East,FAIRVIEW,AZ,9146 Lincoln St,36.549199,-111.465699,2024-02-27,OFF0128,Richard,Hall,,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00692,Donna,Hill,70.0,Unknown,760-608-5891,Unknown,Medium,Under Investigation,Arrest Made,2.0,355.82,False,Incident at 9146 Lincoln St. Officer responded at scene.
INC004711,Theft/Larceny,South,FAIRVIEW,PA,4707 Washington Ave,45.232894,-106.691509,2020-05-28,OFF0082,Michelle,Hall,5635.0,SUS00074,Carol,Walker,46.0,Female,Black,VIC00418,Mary,Jones,50.0,Female,955-842-4136,Knife,Critical,Pending,No Arrest,1.0,18051.94,True,Incident at 4707 Washington Ave. Officer responded at scene.
INC003854,DUI,Central,MAPLEWOOD,AZ,9427 Washington Ave,34.006282,-112.52651,2019-06-04,OFF0114,Linda,Nguyen,2335.0,SUS00787,Charles,Lee,25.0,Male,Black,Unidentified,Unidentified,Unidentified,50.0,Unknown,Tidak Tersedia,Hands/Feet,Medium,Closed,No Arrest,0.0,47635.61,False,Tidak ada catatan tambahan.
INC000499,Sexual Assault,Midtown,LAKEWOOD,TX,9140 Park Rd,34.559171,-98.474166,2019-01-18,OFF0097,Jessica,Jackson,8135.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00321,Carol,Davis,45.0,Other,232-237-3097,Unknown,Medium,Closed,Dismissed,2.0,30685.93,True,Tidak ada catatan tambahan.
INC003532,Drug Offense,Northwest,FAIRVIEW,GA,996 Lincoln St,44.752817,-101.616851,2019-02-28,OFF0148,Susan,Williams,9184.0,SUS00110,Mark,Jackson,54.0,Other,Unknown,VIC00682,Nancy,Jones,76.0,Female,449-754-5397,Blunt Object,Critical,Under Investigation,No Arrest,3.0,2282.82,False,Incident at 996 Lincoln St. Officer responded at scene.
INC003517,Robbery,Northeast,HILLCREST,AZ,5445 Park Rd,34.193188,-119.147635,2021-12-10,OFF0127,Charles,Miller,9176.0,SUS00440,Mary,Brown,36.0,Unknown,White,VIC00816,Anthony,Flores,70.0,Female,236-426-2825,Unknown,Critical,Under Investigation,Arrest Made,2.0,24725.4,True,Tidak ada catatan tambahan.
INC003101,Cybercrime,North,RIVERSIDE,IL,8437 Elm Blvd,42.675433,-81.356135,2023-08-25,OFF0143,Matthew,Nguyen,8083.0,SUS00283,Barbara,Smith,41.0,Male,Hispanic,VIC00703,Michael,Jackson,11.0,Unknown,548-509-8413,Hands/Feet,Critical,Open,Arrest Made,1.0,28762.44,False,Incident at 8437 Elm Blvd. Officer responded at scene.
INC000617,Fraud,West,RIVERSIDE,PA,7577 River Rd,31.300046,-78.49674,2019-04-03,OFF0058,Donna,Young,2109.0,SUS00731,Linda,Hall,26.0,Male,Hispanic,VIC00808,Robert,Flores,61.0,Male,665-204-3864,Bat,Critical,Closed,Dismissed,3.0,29158.67,False,Incident at 7577 River Rd. Officer responded at scene.
INC000096,Vandalism,Northwest,OAKDALE,NY,2390 Elm Blvd,35.878702,-121.493401,2021-08-02,OFF0128,Robert,Flores,9470.0,SUS00547,Donna,Harris,34.0,Female,Asian,VIC00880,Richard,Brown,30.0,Male,420-933-5166,Unarmed,High,Closed,No Arrest,3.0,37229.66,True,Incident at 2390 Elm Blvd. Officer responded at scene.
INC001578,Theft/Larceny,West,MAPLEWOOD,GA,1019 Park Rd,25.19025,-72.40194,2018-11-15,OFF0089,Joseph,Scott,2893.0,SUS00401,Donna,Williams,53.0,Male,Unknown,VIC00305,Robert,Miller,86.0,Male,(979) -77-2-5730,Gun,Medium,Under Investigation,Arrest Made,5.0,1862.46,False,Incident at 1019 Park Rd. Officer responded at scene.
INC000523,Trespassing,South,MAPLEWOOD,PA,2263 Maple Dr,25.133712,-100.509662,2019-07-02,OFF0146,Jessica,Taylor,7276.0,SUS00547,Michelle,Brown,24.0,Female,Unknown,VIC00056,Matthew,Jones,67.0,Female,928-604-3938,Blunt Object,Low,Closed,Arrest Made,4.0,22042.48,False,Incident at 2263 Maple Dr. Officer responded at scene.
INC003970,DUI,East,LAKEWOOD,TX,8725 River Rd,37.419028,-111.592723,2020-07-13,OFF0106,Joseph,Jackson,6528.0,SUS00495,Mark,Green,53.0,Unknown,Unknown,VIC00107,Richard,Hall,73.0,Male,(833) -59-3-9007,Rifle,Low,Closed,Arrest Made,4.0,27583.25,True,Incident at 8725 River Rd. Officer responded at scene.
INC004296,Fraud,Southeast,FAIRVIEW,CA,1312 Main St,44.294567,-94.6682905,,OFF0061,Anthony,Miller,4224.0,SUS00666,Michelle,Wilson,58.0,Unknown,White,VIC00444,Thomas,Harris,59.0,Female,839-455-5216,Knife,Low,Under Investigation,Arrest Made,5.0,43604.49,True,Incident at 1312 Main St. Officer responded at scene.
INC002300,Robbery,Southwest,RIVERSIDE,GA,3708 Maple Dr,38.863343,-73.25692,2019-03-25,OFF0068,Charles,Williams,7223.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00093,Anthony,Nguyen,60.0,Female,733-188-9460,Unknown,Critical,Closed,Warning Issued,2.0,17697.75,True,Incident at 3708 Maple Dr. Officer responded at scene.
