incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes,badge_number_diketahui,tahun_kejadian,bulan_kejadian,akhir_pekan,selisih_usia_tersangka_korban,skor_keparahan,kerugian_per_penangkapan
INC001662,Kidnapping,Central,Lakewood,CA,1955 Park Rd,47.540138,-114.145455,2024-10-03,OFF0033,Michael,Young,5091,SUS00666,Mary,Davis,38.0,Male,Black,VIC00239,Matthew,Thompson,43.0,Female,6972648649,Blunt Object,High,Under Investigation,No Arrest,4.0,19499.28,False,Incident at 1955 Park Rd. Officer responded at scene.,True,2024.0,10.0,False,5.0,3,3899.86
INC002205,Armed Robbery,East,Oakdale,NC,5726 Washington Ave,33.491662,-87.926095,2019-12-09,OFF0146,Matthew,Smith,4617,SUS00655,Barbara,Martin,24.0,Female,Other,VIC00342,Carol,Garcia,45.0,Male,,Knife,Low,Closed,Warning Issued,1.0,35979.02,False,Incident at 5726 Washington Ave. Officer responded at scene.,True,2019.0,12.0,False,21.0,1,17989.51
INC001247,Arson,East,Hillcrest,NY,4253 Washington Ave,36.1744,-94.6682905,2019-12-13,OFF0077,Michelle,Garcia,2527,SUS00066,Joseph,Walker,33.0,Female,Hispanic,VIC00323,Sarah,Davis,50.0,Unknown,5241865101,Hands/Feet,Medium,Open,No Arrest,3.0,46460.62,False,Tidak ada catatan tambahan.,True,2019.0,12.0,False,17.0,2,11615.16
INC000967,DUI,Northwest,Springfield,PA,5294 Washington Ave,46.466182,-76.889132,2022-03-24,OFF0035,Jennifer,Miller,3772,SUS00297,William,Davis,16.0,Male,Black,VIC00245,Charles,Brown,14.0,Female,6399738689,Hands/Feet,Low,Pending,Dismissed,3.0,37940.01,False,Incident at 5294 Washington Ave. Officer responded at scene.,True,2022.0,3.0,False,2.0,1,9485.0
INC004925,Drug Offense,North,Centerville,CA,1687 Cedar Lane,34.355435,-81.334818,2021-03-05,OFF0036,Thomas,White,5986,SUS00716,Ashley,Hall,67.0,Unknown,Unknown,VIC00768,Donna,Davis,49.0,Unknown,8445903632,Firearm,Low,Open,No Arrest,5.0,620.23,True,Incident at 1687 Cedar Lane. Officer responded at scene.,True,2021.0,3.0,False,18.0,1,103.37
INC002902,Kidnapping,Central,Maplewood,NY,3983 Washington Ave,37.388443,-74.014301,2020-12-01,OFF0008,Karen,Jones,3647,SUS00501,Emily,Hall,46.0,Other,White,Unidentified,Unidentified,Unidentified,50.0,Unknown,,Blunt Object,Medium,Closed,No Arrest,5.0,3409.05,True,Tidak ada catatan tambahan.,True,2020.0,12.0,False,4.0,2,568.18
INC000310,Breaking & Entering,North,Lakewood,TX,4841 Maple Dr,26.221745,-97.81535,2021-04-15,OFF0111,John,Lee,0,SUS00364,Karen,Harris,17.0,Female,Hispanic,VIC00070,Michael,Moore,50.0,Other,2112033391,Hands/Feet,Low,Open,Dismissed,2.0,31533.73,False,Tidak ada catatan tambahan.,False,2021.0,4.0,False,33.0,1,10511.24
INC004724,Fraud,West,Lakewood,IL,1793 Sunset Blvd,36.549199,-79.082504,2020-08-14,OFF0112,Michelle,Young,3608,SUS00640,Mark,Wright,33.0,Female,Unknown,VIC00811,Anthony,Wright,68.0,Male,6404684688,Hands/Feet,Low,Closed,Arrest Made,4.0,48532.89,False,Incident at 1793 Sunset Blvd. Officer responded at scene.,True,2020.0,8.0,False,35.0,1,9706.58
INC003026,Burglary,Central,Maplewood,IL,9874 Oak Ave,43.387323,-106.088137,2023-06-13,OFF0097,Jennifer,Wright,7278,SUS00282,Richard,Garcia,36.0,Unknown,Unknown,VIC00915,Nancy,White,52.0,Male,6332798655,Bat,Medium,Pending,Warning Issued,4.0,42183.12,False,Tidak ada catatan tambahan.,True,2023.0,6.0,False,16.0,2,8436.62
INC004100,Fraud,North,Maplewood,TX,2097 Park Rd,29.107897,-70.318476,2018-03-06,OFF0006,Anthony,Harris,3489,SUS00572,Sarah,Brown,19.0,Unknown,Hispanic,VIC00429,Nancy,Davis,84.0,Unknown,7703927198,Hands/Feet,Critical,Closed,Warning Issued,5.0,174.89,False,Tidak ada catatan tambahan.,True,2018.0,3.0,False,65.0,4,29.15
INC001836,Sexual Assault,North,Centerville,NY,1092 Main St,36.70818,54.9494,2018-03-04,OFF0137,Nancy,Hill,1108,SUS00347,Sarah,Harris,54.0,Unknown,Unknown,VIC00547,John,Lee,60.0,Male,3566525824,Gun,Medium,Open,Arrest Made,3.0,13702.71,False,Incident at 1092 Main St. Officer responded at scene.,True,2018.0,3.0,True,6.0,2,3425.68
INC002444,Assault,North,Springfield,NC,2554 Oak Ave,26.512325,-71.737805,2022-11-24,OFF0052,Ashley,Thompson,4417,SUS00628,William,Garcia,72.0,Male,Unknown,VIC00540,Michelle,Lee,62.0,Male,,Unknown,Critical,Under Investigation,Arrest Made,2.0,45489.04,True,Incident at 2554 Oak Ave. Officer responded at scene.,True,2022.0,11.0,False,10.0,4,15163.01
INC001904,Robbery,Southeast,Hillcrest,TX,4904 Washington Ave,42.655515,-70.07891,2018-01-14,OFF0135,Patricia,Johnson,3622,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00962,Michael,Jones,50.0,Female,6181844989,Firearm,Low,Under Investigation,Arrest Made,3.0,30651.67,True,Incident at 4904 Washington Ave. Officer responded at scene.,True,2018.0,1.0,True,4.0,1,7662.92
INC001372,Drug Offense,Central,Springfield,FL,9856 Sunset Blvd,36.549199,-94.6682905,2022-11-25,OFF0091,Linda,Martin,8735,SUS00023,Ashley,Wilson,17.0,Female,Asian,VIC00883,Karen,Young,60.0,Female,7116703134,Unknown,High,Pending,Warning Issued,3.0,30429.9,True,Incident at 9856 Sunset Blvd. Officer responded at scene.,True,2022.0,11.0,False,43.0,3,7607.48
INC004386,Vandalism,South,Oakdale,NY,889 Sunset Blvd,34.641315,-94.6682905,2022-07-26,OFF0081,Jennifer,Davis,1281,SUS00240,Richard,Smith,48.0,Female,Black,VIC00413,Jessica,Garcia,36.0,Unknown,6387074603,Unknown,Medium,Pending,Arrest Made,4.0,1765.73,True,Incident at 889 Sunset Blvd. Officer responded at scene.,True,2022.0,7.0,False,12.0,2,353.15
INC001993,Assault & Battery,Northwest,Lakewood,FL,4363 Sunset Blvd,37.370043,-111.727953,2021-04-07,OFF0145,Ashley,Jones,1381,SUS00736,Emily,Anderson,33.0,Unknown,Asian,VIC00530,Karen,Wright,55.0,Unknown,7552895416,Knife,High,Under Investigation,Arrest Made,0.0,9180.84,True,Tidak ada catatan tambahan.,True,2021.0,4.0,False,22.0,3,9180.84
INC001495,Drug Offense,Northwest,Fairview,IL,9522 Main St,40.470871,-100.672305,2023-05-23,OFF0135,Patricia,Miller,9249,SUS00692,Robert,Scott,29.0,Unknown,Unknown,VIC00108,Emily,Brown,50.0,Female,9316117511,Hands/Feet,Critical,Closed,No Resolution Yet,4.0,24725.4,False,Incident at 9522 Main St. Officer responded at scene.,True,2023.0,5.0,False,21.0,4,4945.08
INC003051,Drug Offense,South,Hillcrest,GA,914 Sunset Blvd,40.343416,-76.700611,2018-01-17,OFF0043,Barbara,Harris,3888,SUS00512,Karen,Anderson,61.0,Unknown,White,VIC00428,Joseph,Jackson,75.0,Male,3922833421,Hands/Feet,Low,Closed,Dismissed,4.0,14344.38,True,Incident at 914 Sunset Blvd. Officer responded at scene.,True,2018.0,1.0,False,14.0,1,2868.88
INC004665,Drug Offense,North,Springfield,AZ,4693 Elm Blvd,32.885586,-96.611207,2019-09-13,OFF0052,Robert,Martin,4195,SUS00757,David,Jones,62.0,Female,Black,VIC00395,Michelle,Anderson,52.0,Female,5054141243,Unknown,Medium,Closed,Arrest Made,4.0,35785.19,True,Incident at 4693 Elm Blvd. Officer responded at scene.,True,2019.0,9.0,False,10.0,2,7157.04
INC000856,Homicide,Northwest,Centerville,GA,3361 Sunset Blvd,39.213317,-115.557522,2018-12-13,OFF0109,Anthony,Wright,4044,SUS00144,Mary,Martin,15.0,Unknown,Unknown,VIC00215,Susan,Brown,50.0,Male,2765599903,Gun,Low,Closed,Arrest Made,4.0,27955.6,False,Incident at 3361 Sunset Blvd. Officer responded at scene.,True,2018.0,12.0,False,35.0,1,5591.12
INC003789,Trespassing,North,Centerville,GA,797 Oak Ave,36.549199,-88.07674,2018-07-27,OFF0032,Michelle,Harris,7077,SUS00765,Matthew,Flores,62.0,Male,White,VIC00002,Joseph,White,60.0,Female,8101699955,Firearm,Critical,Closed,No Resolution Yet,4.0,7709.97,False,Incident at 797 Oak Ave. Officer responded at scene.,True,2018.0,7.0,False,2.0,4,1541.99
INC004746,Sexual Assault,Midtown,Centerville,PA,8061 River Rd,36.591897,-112.509121,2023-01-11,OFF0079,Susan,Lee,3773,SUS00212,Donna,Garcia,31.0,Male,Unknown,VIC00565,Karen,Jackson,43.0,Male,2944466701,Blunt Object,High,Under Investigation,Warning Issued,2.0,25458.1,False,Incident at 8061 River Rd. Officer responded at scene.,True,2023.0,1.0,False,12.0,3,8486.03
INC003143,Robbery,North,Fairview,FL,6111 Main St,36.503196,-75.076618,2021-07-14,OFF0035,David,Allen,8504,SUS00219,William,Taylor,59.0,Female,Hispanic,VIC00828,Michelle,Brown,77.0,Male,7284976383,Unknown,Medium,Pending,No Resolution Yet,2.0,47536.97,False,Incident at 6111 Main St. Officer responded at scene.,True,2021.0,7.0,False,18.0,2,15845.66
INC001617,Arson,Southwest,Riverside,NY,4094 River Rd,47.739012,-93.033937,2023-11-03,OFF0095,Sarah,Torres,2018,SUS00106,Emily,Flores,53.0,Male,Black,VIC00484,Jessica,Anderson,30.0,Unknown,6437684931,Firearm,High,Closed,No Arrest,3.0,30723.43,True,Incident at 4094 River Rd. Officer responded at scene.,True,2023.0,11.0,False,23.0,3,7680.86
INC000368,Cybercrime,Midtown,Maplewood,OH,3617 Park Rd,42.968968,-80.126239,2018-03-31,OFF0109,Robert,Davis,7054,SUS00265,Mark,Thomas,65.0,Other,Unknown,VIC00189,David,Allen,47.0,Male,3115066472,Rifle,Critical,Open,Arrest Made,5.0,46595.77,True,Tidak ada catatan tambahan.,True,2018.0,3.0,True,18.0,4,7765.96
INC003763,Drug Offense,Northwest,Springfield,FL,2935 Park Rd,36.161764,-71.066428,2019-05-23,OFF0121,William,Young,3452,SUS00373,Chris,Young,40.0,Male,Other,VIC00689,Sarah,Wright,58.0,Male,6359479555,Unarmed,Low,Closed,Arrest Made,2.0,28146.58,True,Incident at 2935 Park Rd. Officer responded at scene.,True,2019.0,5.0,False,18.0,1,9382.19
INC000467,Domestic Violence,South,Oakdale,IL,3634 Oak Ave,32.906016,-88.449608,2022-12-07,OFF0014,Patricia,Thomas,5138,SUS00791,Emily,Hall,24.0,Female,Unknown,VIC00524,James,Miller,67.0,Male,,Knife,Critical,Closed,Warning Issued,3.0,24725.4,True,Incident at 3634 Oak Ave. Officer responded at scene.,True,2022.0,12.0,False,43.0,4,6181.35
INC003621,Vandalism,Midtown,Lakewood,IL,3007 Park Rd,37.663115,-105.344388,2022-12-01,OFF0118,Joseph,Jones,2821,SUS00427,James,Green,26.0,Unknown,Other,VIC00861,Emily,Hill,17.0,Female,3547667801,Rifle,Critical,Pending,Warning Issued,0.0,6398.18,False,Incident at 3007 Park Rd. Officer responded at scene.,True,2022.0,12.0,False,9.0,4,6398.18
INC001527,DUI,Northwest,Lakewood,IL,3432 Main St,29.215094,-104.354659,2020-10-04,OFF0130,Thomas,Thompson,6970,SUS00334,Michael,Lee,69.0,Male,Unknown,VIC00501,Chris,Thomas,10.0,Female,5674631728,Unknown,Medium,Open,Warning Issued,2.0,39621.23,False,Incident at 3432 Main St. Officer responded at scene.,True,2020.0,10.0,True,59.0,2,13207.08
INC004389,Robbery,Central,Springfield,TX,523 Elm Blvd,30.351962,-89.609178,2023-09-24,OFF0002,Charles,Miller,6048,SUS00620,Nancy,Moore,46.0,Unknown,Other,VIC00116,Jessica,Torres,63.0,Unknown,,Unknown,Critical,Under Investigation,Arrest Made,3.0,37388.31,True,Incident at 523 Elm Blvd. Officer responded at scene.,True,2023.0,9.0,True,17.0,4,9347.08
INC002945,Fraud,Southwest,Centerville,CA,4041 Maple Dr,37.898875,-83.834084,2024-01-12,OFF0082,Mark,Jones,3907,SUS00778,John,Jones,50.0,Male,White,VIC00306,Emily,Jackson,56.0,Male,3318463545,Knife,Medium,Closed,No Arrest,2.0,33015.29,False,Tidak ada catatan tambahan.,True,2024.0,1.0,False,6.0,2,11005.1
INC004784,Theft/Larceny,South,Springfield,OH,8027 Maple Dr,41.265099,-86.125891,2024-07-03,OFF0001,Anthony,Nguyen,8549,SUS00597,Michelle,Young,47.0,Female,Other,VIC00245,Ashley,Walker,58.0,Female,8087741528,Unknown,Critical,Under Investigation,Warning Issued,4.0,38220.01,False,Incident at 8027 Maple Dr. Officer responded at scene.,True,2024.0,7.0,False,11.0,4,7644.0
INC003132,Vandalism,Northeast,Oakdale,CA,3787 Lincoln St,38.317903,-98.736624,2023-06-28,OFF0121,Jessica,Young,4012,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00900,William,White,42.0,Other,8589839085,Unknown,Low,Under Investigation,No Arrest,0.0,24725.4,True,Tidak ada catatan tambahan.,True,2023.0,6.0,False,4.0,1,24725.4
INC003848,Theft/Larceny,Northwest,Centerville,AZ,4445 River Rd,36.818645,-115.738097,2024-08-18,OFF0040,Chris,Jones,7166,SUS00105,Charles,Brown,50.0,Male,Unknown,VIC00234,Chris,Anderson,89.0,Female,3542995878,Unarmed,High,Closed,Warning Issued,4.0,19861.53,False,Incident at 4445 River Rd. Officer responded at scene.,True,2024.0,8.0,True,39.0,3,3972.31
INC005000,DUI,North,Springfield,OH,3951 Maple Dr,36.549199,-112.822522,2022-02-05,OFF0082,Charles,Davis,7260,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,Unidentified,Unidentified,Unidentified,50.0,Unknown,,Blunt Object,Critical,Under Investigation,No Resolution Yet,5.0,24725.4,False,Incident at 3951 Maple Dr. Officer responded at scene.,True,2022.0,2.0,True,4.0,4,4120.9
INC004341,DUI,Northwest,Maplewood,NC,2132 Elm Blvd,41.939723,-80.812934,2020-04-10,OFF0122,Chris,Wright,0,SUS00652,Joseph,Flores,44.0,Female,Hispanic,VIC00923,Mary,White,73.0,Female,2849761197,Rifle,Low,Closed,Warning Issued,0.0,24725.4,True,Incident at 2132 Elm Blvd. Officer responded at scene.,False,2020.0,4.0,False,29.0,1,24725.4
INC004544,Property Damage,South,Lakewood,AZ,7309 River Rd,42.232456,-77.49681,2020-10-30,OFF0124,Michael,Scott,9103,SUS00493,Barbara,Flores,35.0,Female,Hispanic,Unidentified,Unidentified,Unidentified,50.0,Unknown,,Unknown,Low,Closed,Arrest Made,0.0,31348.17,False,Incident at 7309 River Rd. Officer responded at scene.,True,2020.0,10.0,False,15.0,1,31348.17
INC004310,Burglary,North,Hillcrest,FL,5482 River Rd,39.902423,-93.063524,2022-07-26,OFF0116,James,Hill,5087,SUS00438,Anthony,Thomas,33.0,Female,Hispanic,VIC00159,Thomas,Green,27.0,Male,8726467970,Blunt Object,Critical,Open,Arrest Made,3.0,24725.4,False,Incident at 5482 River Rd. Officer responded at scene.,True,2022.0,7.0,False,6.0,4,6181.35
INC001723,Sexual Assault,South,Hillcrest,TX,5680 Washington Ave,45.039447,-84.513556,2021-06-15,OFF0084,Sarah,Moore,9471,SUS00345,Thomas,Taylor,49.0,Male,Unknown,VIC00234,Susan,Harris,47.0,Female,4353279805,Unknown,Low,Pending,Warning Issued,1.0,12593.75,False,Incident at 5680 Washington Ave. Officer responded at scene.,True,2021.0,6.0,False,2.0,1,6296.88
INC004617,Fraud,Central,Springfield,FL,9602 Elm Blvd,45.55409,-94.6682905,,OFF0095,Barbara,Lee,3305,SUS00164,Mary,Moore,32.0,Unknown,Hispanic,VIC00481,Robert,Thompson,27.0,Female,3474905111,Firearm,Medium,Closed,Arrest Made,3.0,10013.25,False,Tidak ada catatan tambahan.,True,,,False,5.0,2,2503.31
INC002216,Homicide,East,Riverside,NY,8180 River Rd,26.568551,-76.579864,2020-09-25,OFF0047,Michael,Walker,4518,SUS00084,Sarah,Allen,26.0,Female,Unknown,Unidentified,Unidentified,Unidentified,50.0,Unknown,,Knife,Critical,Under Investigation,No Resolution Yet,1.0,47722.08,True,Incident at 8180 River Rd. Officer responded at scene.,True,2020.0,9.0,False,24.0,4,23861.04
INC004110,Drug Offense,West,Riverside,NY,6884 Oak Ave,38.698642,-112.149229,2022-06-02,OFF0138,Richard,Jones,9335,SUS00400,Jessica,Jackson,18.0,Unknown,Asian,VIC00554,Barbara,Smith,74.0,Female,6459108411,Knife,Low,Closed,No Resolution Yet,1.0,44958.23,False,Tidak ada catatan tambahan.,True,2022.0,6.0,False,56.0,1,22479.12
INC003701,Sexual Assault,Southeast,Hillcrest,PA,9340 Lincoln St,36.291551,-107.119124,2020-07-03,OFF0098,Patricia,Moore,0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00475,Ashley,Garcia,75.0,Male,2269905801,Blunt Object,High,Closed,No Resolution Yet,5.0,45098.8,False,Incident at 9340 Lincoln St. Officer responded at scene.,False,2020.0,7.0,False,29.0,3,7516.47
INC003634,Theft/Larceny,Midtown,Maplewood,GA,4208 Cedar Lane,36.549199,-76.001772,2020-09-06,OFF0137,Charles,Hill,4102,SUS00458,Karen,Garcia,25.0,Female,Unknown,VIC00425,Nancy,Moore,50.0,Male,4154583606,Blunt Object,Critical,Closed,Arrest Made,2.0,28746.85,False,Incident at 4208 Cedar Lane. Officer responded at scene.,True,2020.0,9.0,True,25.0,4,9582.28
INC001357,Homicide,North,Oakdale,CA,8998 Lincoln St,35.031677,86.2279,,OFF0083,Donna,Young,4700,SUS00285,Chris,Green,46.0,Female,Black,VIC00718,Michelle,Anderson,64.0,Male,,Unknown,Medium,Closed,Arrest Made,5.0,33630.84,False,Incident at 8998 Lincoln St. Officer responded at scene.,True,,,False,18.0,2,5605.14
INC002012,DUI,East,Fairview,CA,1798 Elm Blvd,28.378263,-111.383443,2019-02-26,OFF0124,John,Wright,4719,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00063,Barbara,Nguyen,59.0,Female,9042213274,Bat,High,Pending,No Arrest,0.0,46476.03,True,Incident at 1798 Elm Blvd. Officer responded at scene.,True,2019.0,2.0,False,13.0,3,46476.03
INC001888,Domestic Violence,North,Oakdale,NC,578 Main St,36.549199,-117.586519,2018-07-30,OFF0062,Jessica,Jackson,3361,SUS00037,Anthony,Jackson,20.0,Male,Hispanic,Unidentified,Unidentified,Unidentified,50.0,Unknown,,Blunt Object,Low,Closed,No Resolution Yet,2.0,24725.4,True,Incident at 578 Main St. Officer responded at scene.,True,2018.0,7.0,False,30.0,1,8241.8
INC000734,Sexual Assault,Northwest,Maplewood,FL,7536 Washington Ave,38.183767,-113.924707,2020-01-25,OFF0110,John,Torres,9181,SUS00606,Charles,Jackson,61.0,Female,White,VIC00949,Nancy,Allen,55.0,Unknown,8384628477,Hands/Feet,High,Closed,Dismissed,5.0,24725.4,True,Incident at 7536 Washington Ave. Officer responded at scene.,True,2020.0,1.0,True,6.0,3,4120.9
INC001966,Drug Offense,North,Lakewood,NC,8385 Main St,47.929537,-90.762788,2020-10-16,OFF0087,Charles,Johnson,5689,SUS00181,Ashley,Thomas,67.0,Female,White,VIC00086,Jessica,Miller,54.0,Male,7082591111,Unknown,High,Closed,No Arrest,2.0,44746.79,True,Incident at 8385 Main St. Officer responded at scene.,True,2020.0,10.0,False,13.0,3,14915.6
INC004289,Drug Offense,Central,Springfield,PA,3457 Oak Ave,28.783856,-104.274182,,OFF0046,Thomas,Garcia,3076,SUS00130,Jennifer,Lee,46.0,Other,Black,VIC00276,Joseph,Hill,53.0,Male,6131548830,Unknown,Medium,Closed,Dismissed,3.0,8974.46,False,Incident at 3457 Oak Ave. Officer responded at scene.,True,,,False,7.0,2,2243.61
INC003411,Arson,North,Oakdale,IL,4604 Park Rd,25.362357,-119.928384,2020-06-21,OFF0116,Sarah,Nguyen,4553,SUS00653,Nancy,Flores,18.0,Unknown,White,VIC00745,John,Moore,43.0,Male,,Unknown,High,Closed,No Resolution Yet,3.0,42515.31,False,Incident at 4604 Park Rd. Officer responded at scene.,True,2020.0,6.0,True,25.0,3,10628.83
INC002589,Vandalism,North,Riverside,OH,438 Park Rd,39.747171,-86.781437,2019-11-13,OFF0069,Linda,Brown,6049,SUS00222,Nancy,Wright,37.0,Female,Black,VIC00631,Donna,Torres,75.0,Male,4079895250,Pistol,High,Open,Warning Issued,1.0,40772.9,False,Tidak ada catatan tambahan.,True,2019.0,11.0,False,38.0,3,20386.45
INC001517,Burglary,Central,Hillcrest,FL,4583 Maple Dr,38.798499,-83.889643,2024-03-04,OFF0034,Linda,Hall,2194,SUS00293,John,Wilson,25.0,Female,White,VIC00534,Michelle,Hill,50.0,Male,,Hands/Feet,Critical,Open,Dismissed,4.0,46677.45,False,Tidak ada catatan tambahan.,True,2024.0,3.0,False,25.0,4,9335.49
INC001841,Drug Offense,East,Hillcrest,NC,2795 Cedar Lane,36.225121,-112.39774,2023-06-05,OFF0006,Daniel,Thompson,2495,SUS00479,Michelle,Anderson,57.0,Male,Hispanic,VIC00384,Linda,Young,50.0,Other,5516847325,Firearm,Medium,Pending,Warning Issued,2.0,5142.22,False,Incident at 2795 Cedar Lane. Officer responded at scene.,True,2023.0,6.0,False,7.0,2,1714.07
INC000977,Trespassing,South,Lakewood,OH,3773 Park Rd,34.372718,-116.845009,2018-02-16,OFF0150,Emily,Walker,4892,SUS00077,Charles,Brown,75.0,Male,Unknown,VIC00858,Mary,Smith,86.0,Unknown,8996172872,Firearm,High,Closed,Arrest Made,3.0,47074.64,False,Incident at 3773 Park Rd. Officer responded at scene.,True,2018.0,2.0,False,11.0,3,11768.66
INC004026,Graffiti,South,Riverside,PA,8476 Oak Ave,32.623515,-86.309142,2022-03-24,OFF0008,Linda,Williams,4326,SUS00079,Michelle,Thomas,46.0,Female,White,VIC00650,Charles,Anderson,28.0,Other,8163242169,Hands/Feet,Medium,Under Investigation,Dismissed,2.0,37977.73,False,Tidak ada catatan tambahan.,True,2022.0,3.0,False,18.0,2,12659.24
INC001144,Kidnapping,Northeast,Oakdale,CA,5889 Elm Blvd,36.549199,-98.084706,2019-10-15,OFF0035,John,Davis,4569,SUS00004,Thomas,Torres,43.0,Unknown,Asian,VIC00598,Chris,Martin,77.0,Male,3688313562,Rifle,Medium,Under Investigation,Warning Issued,3.0,30924.85,False,Tidak ada catatan tambahan.,True,2019.0,10.0,False,34.0,2,7731.21
INC000137,DUI,South,Centerville,PA,697 Park Rd,27.4798,-80.761131,2022-05-15,OFF0016,Sarah,Brown,5145,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,Unidentified,Unidentified,Unidentified,50.0,Unknown,,Hands/Feet,Medium,Closed,Arrest Made,1.0,29380.15,False,Tidak ada catatan tambahan.,True,2022.0,5.0,True,4.0,2,14690.08
INC004072,Kidnapping,Southeast,Lakewood,NC,4206 Oak Ave,34.904559,-109.788784,2019-05-21,OFF0060,Michael,Young,1471,SUS00083,Daniel,Smith,71.0,Unknown,Asian,VIC00842,Donna,Wright,14.0,Male,6725964282,Unknown,High,Pending,No Resolution Yet,2.0,37811.8,True,Incident at 4206 Oak Ave. Officer responded at scene.,True,2019.0,5.0,False,57.0,3,12603.93
INC001187,Assault & Battery,Northeast,Springfield,TX,5621 Cedar Lane,40.384739,-99.101725,2019-06-29,OFF0083,David,Flores,8526,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00105,Emily,Johnson,77.0,Male,3384459243,Gun,High,Pending,Dismissed,0.0,6561.25,False,Incident at 5621 Cedar Lane. Officer responded at scene.,True,2019.0,6.0,True,31.0,3,6561.25
INC004749,DUI,Northwest,Maplewood,GA,4065 Main St,34.505796,-94.6682905,2023-05-09,OFF0013,Jessica,Torres,6656,SUS00184,Carol,Wilson,46.0,Female,White,VIC00846,James,White,23.0,Female,7817474008,Firearm,Medium,Closed,Arrest Made,0.0,2430.06,False,Incident at 4065 Main St. Officer responded at scene.,True,2023.0,5.0,False,23.0,2,2430.06
INC001543,Robbery,Southwest,Maplewood,OH,1746 Elm Blvd,34.588126,-76.006818,2022-03-14,OFF0107,Jessica,White,4889,SUS00112,Jennifer,Taylor,68.0,Female,Black,VIC00712,Karen,Miller,33.0,Female,2802547223,Hands/Feet,Medium,Open,Dismissed,2.0,1194.24,True,Incident at 1746 Elm Blvd. Officer responded at scene.,True,2022.0,3.0,False,35.0,2,398.08
INC003273,Drug Offense,Southeast,Riverside,IL,6465 Main St,29.380876,-121.019388,2019-10-16,OFF0071,Sarah,Wright,9344,SUS00600,Joseph,Miller,46.0,Male,Other,VIC00095,Jessica,Hall,39.0,Female,2621239928,Rifle,Medium,Closed,No Resolution Yet,0.0,22473.76,True,Incident at 6465 Main St. Officer responded at scene.,True,2019.0,10.0,False,7.0,2,22473.76
INC002296,Assault,Northeast,Fairview,NC,487 Sunset Blvd,34.603074,-90.970121,2021-01-12,OFF0082,Charles,Johnson,0,SUS00607,Charles,Allen,46.0,Female,Unknown,VIC00617,James,Moore,70.0,Male,9323265618,Firearm,Medium,Under Investigation,No Resolution Yet,4.0,39458.73,False,Incident at 487 Sunset Blvd. Officer responded at scene.,False,2021.0,1.0,False,24.0,2,7891.75
INC004719,Burglary,Northeast,Springfield,NY,9542 Lincoln St,28.378073,-93.107475,2021-09-28,OFF0073,John,Jones,4083,SUS00543,Matthew,Martin,24.0,Female,White,VIC00487,Barbara,Miller,50.0,Male,,Firearm,High,Closed,No Resolution Yet,2.0,39719.36,False,Tidak ada catatan tambahan.,True,2021.0,9.0,False,26.0,3,13239.79
INC003240,Trespassing,West,Hillcrest,CA,7100 Oak Ave,36.549199,-118.053115,2019-07-28,OFF0074,Joseph,Moore,6001,SUS00230,Mark,Smith,46.0,Unknown,Hispanic,VIC00388,William,Garcia,25.0,Female,5308102945,Gun,Critical,Open,No Resolution Yet,0.0,37778.43,False,Incident at 7100 Oak Ave. Officer responded at scene.,True,2019.0,7.0,True,21.0,4,37778.43
INC001560,Trespassing,Northeast,Oakdale,CA,5901 Sunset Blvd,38.652485,-93.55916,,OFF0118,David,Martin,2958,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00766,Barbara,White,56.0,Female,3833677082,Unarmed,Critical,Closed,No Resolution Yet,4.0,34861.78,True,Incident at 5901 Sunset Blvd. Officer responded at scene.,True,,,False,10.0,4,6972.36
INC004180,DUI,Central,Maplewood,NY,6685 Sunset Blvd,40.123802,-94.6682905,2018-08-29,OFF0059,Charles,Nguyen,7449,SUS00498,Michael,Harris,49.0,Female,Unknown,VIC00537,Karen,Williams,15.0,Male,2763183444,Knife,Low,Pending,Warning Issued,3.0,8949.97,True,Incident at 6685 Sunset Blvd. Officer responded at scene.,True,2018.0,8.0,False,34.0,1,2237.49
INC004726,Theft/Larceny,Southwest,Oakdale,OH,1791 Main St,43.167802,-81.414208,2019-02-21,OFF0131,Richard,Walker,2027,SUS00232,Donna,Hill,52.0,Male,Unknown,VIC00926,Chris,Davis,15.0,Female,,Firearm,High,Closed,No Resolution Yet,2.0,6980.71,True,Incident at 1791 Main St. Officer responded at scene.,True,2019.0,2.0,False,37.0,3,2326.9
